Execution Time
0.174787
0.017219
0.017052
0.016881
0.017053
0.016538
0.016808
0.016915
0.017293
0.016577
0.017142
0.016715
0.017205
0.016987
0.015806
0.016747
0.016684
0.016433
0.016586
0.017363
0.016812
0.016198
0.016409
0.016854
0.016682
0.017650
0.017490
0.017271
0.016607
0.016714
0.016911
0.017750
0.017592
0.017018
0.016865
0.017466
0.017747
0.017905
0.018146
0.017419
0.016893
0.017017
0.016180
0.017589
0.017759
0.016879
0.016688
0.016905
0.016461
0.017696
0.017704
0.017056
0.017936
0.016949
0.017343
0.017331
0.017974
0.017228
0.017390
0.017072
0.016905
0.017889
0.017500
0.017334
0.017260
0.016354
0.017287
0.018277
0.018051
0.017725
0.017053
0.016866
0.017071
0.018351
0.018294
0.017179
0.016634
0.016847
0.016537
0.017596
0.018097
0.017090
0.016727
0.016795
0.016627
0.017937
0.017645
0.017269
0.017416
0.017406
0.016822
0.018017
0.017168
0.017837
0.017164
0.017227
0.016604
0.018170
0.018281
0.017569
0.016969
0.017010
0.017191
0.018379
0.017344
0.016242
0.016856
0.017488
0.018175
0.018120
0.017675
0.017807
0.017182
0.017647
0.016213
0.018491
0.018434
0.017883
0.017880
0.017918
0.017971
0.017556
0.017700
0.017308
0.016757
0.018068
0.019159
0.018494
0.017940
0.017254
0.016893
0.016742
0.016899
0.017324
0.018430
0.017206
0.017277
0.017533
0.016610
0.017876
0.018155
0.017212
0.016933
0.016467
0.017541
0.017553
0.018220
0.017399
0.017688
0.018094
0.017428
0.017856
0.017784
0.017095
0.018103
0.017424
0.017588
0.017897
0.017805
0.017716
0.017417
0.017477
0.016790
0.017835
0.018752
0.017808
0.017019
0.016842
0.017591
0.017696
0.017706
0.017148
0.017115
0.017265
0.017154
0.018255
0.017867
0.018675
0.018087
0.017447
0.017934
0.017582
0.017576
0.016993
0.017165
0.017410
0.017163
0.017211
0.017557
0.017663
0.016877
0.017528
0.017535
0.018968
0.018115
0.017511
0.017564
0.017274
0.017624
0.018016
0.017785
0.017488
0.017331
0.016853
0.017150
0.017167
0.018049
0.017214
0.017594
0.016721
0.016957
0.018373
0.017960
0.017651
0.017072
0.017802
0.017520
0.017360
0.017804
0.016852
0.017387
0.017531
0.016989
0.017921
0.018037
0.018431
0.017562
0.017207
0.017241
0.018431
0.018450
0.017567
0.017545
0.017103
0.016696
0.018157
0.017843
0.017406
0.017839
0.017296
0.017756
0.017785
0.017518
0.017575
0.017651
0.018102
0.017234
0.018200
0.017740
0.017366
0.017406
0.017392
0.016829
0.018070
0.017812
0.017441
0.017105
0.017319
0.017880
0.017693
0.017647
0.017374
0.017689
0.018213
0.018221
0.018223
0.018631
0.017660
0.037124
0.017762
0.017558
0.018014
0.017872
0.017587
0.017207
0.017109
0.016735
0.017820
0.018222
0.017196
0.017425
0.017734
0.017529
0.017763
0.017932
0.017227
0.017889
0.017709
0.017445
0.018109
0.017436
0.017570
0.016907
0.017363
0.017377
0.018069
0.017948
0.017720
0.017333
0.017193
0.017469
0.017882
0.018303
0.017560
0.017414
0.017471
0.017677
0.017606
0.018161
0.017382
0.017519
0.017680
0.017070
0.017977
0.017523
0.017605
0.017339
0.017390
0.016843
0.017970
0.017934
0.017030
0.017159
0.017513
0.016896
0.017088
0.017664
0.017776
0.017122
0.017518
0.017043
0.017835
0.017448
0.017406
0.017739
0.016696
0.017011
0.018178
0.017499
0.017747
0.017071
0.016845
0.016789
0.017761
0.018001
0.017544
0.017298
0.017723
0.017740
0.017366
0.017749
0.017532
0.017354
0.017372
0.017329
0.017586
0.018009
0.017361
0.017448
0.017466
0.017518
0.017824
0.018178
0.017641
0.016935
0.017228
0.017835
0.017574
0.018148
0.017236
0.017412
0.017294
0.017270
0.018364
0.018025
0.017596
0.017400
0.016811
0.017479
0.018336
0.018059
0.017223
0.017515
0.017458
0.017147
0.018068
0.017510
0.016976
0.017047
0.017748
0.018167
0.017699
0.018514
0.018456
0.017752
0.017753
0.017426
0.018856
0.018601
0.018051
0.017472
0.017778
0.017816
0.018408
0.017861
0.017468
0.017649
0.017419
0.017664
0.017899
0.019109
0.017466
0.018424
0.017996
0.017510
0.018324
0.017692
0.017472
0.017253
0.017518
0.017137
0.017842
0.018376
0.018011
0.017186
0.017074
0.017304
0.017728
0.018010
0.020384
0.018815
0.018205
0.018121
0.017199
0.017783
0.017487
0.018589
0.017548
0.094831
0.017991
0.017932
0.017389
0.019471
0.018361
0.017535
0.017559
0.017532
0.017582
0.017771
0.017626
0.017483
0.017919
0.017618
0.017632
0.018166
0.018203
0.017584
0.017067
0.016984
0.017385
0.018271
0.018060
0.017508
0.017506
0.017593
0.016779
0.017395
0.017168
0.017259
0.017559
0.017070
0.017543
0.017950
0.019775
0.018030
0.017378
0.017666
0.017009
0.017771
0.017953
0.017719
0.017450
0.017742
0.017147
0.017523
0.018049
0.018891
0.018320
0.018397
0.017711
0.017758
0.017798
0.017114
0.017262
0.017349
0.017206
0.018365
0.017824
0.017099
0.017631
0.016713
0.016632
0.017905
0.018426
0.018139
0.017380
0.018173
0.017356
0.017553
0.017877
0.017109
0.017830
0.017142
0.016839
0.017791
0.017906
0.017097
0.017525
0.018355
0.018215
0.018644
0.017977
0.017374
0.017640
0.017269
0.017683
0.017213
0.017899
0.017903
0.017141
0.017205
0.016898
0.017757
0.018807
0.018594
0.018773
0.018833
0.017369
0.016808
0.017378
0.018229
0.017609
0.016980
0.017395
0.017266
0.017666
0.017831
0.017597
0.017407
0.018000
0.017036
0.018180
0.017365
0.017678
0.016748
0.017205
0.016705
0.017661
0.017870
0.017903
0.016946
0.017247
0.016894
0.017593
0.017692
0.017421
0.017304
0.017445
0.017293
0.017660
0.018224
0.017417
0.016975
0.017427
0.017120
0.017955
0.017174
0.017143
0.017384
0.017565
0.016407
0.018567
0.017964
0.017377
0.016967
0.016948
0.017347
0.017946
0.018099
0.017275
0.016772
0.017104
0.016854
0.018130
0.017498
0.017496
0.017341
0.017081
0.017945
0.017976
0.017846
0.017880
0.017147
0.017057
0.017308
0.017853
0.017475
0.017897
0.017668
0.017180
0.017071
0.017967
0.017909
0.017130
0.017772
0.017466
0.016934
0.018286
0.017850
0.018002
0.016580
0.017983
0.018113
0.018457
0.017840
0.017432
0.018223
0.017443
0.018114
0.018593
0.018782
0.017552
0.017557
0.017438
0.017436
0.018483
0.018290
0.017728
0.017620
0.016779
0.017345
0.018136
0.017618
0.017025
0.017061
0.017158
0.017531
0.017828
0.017653
0.017577
0.017443
0.017724
0.017484
0.018079
0.018189
0.017458
0.017018
0.017274
0.017739
0.017481
0.017727
0.017363
0.017485
0.016768
0.017513
0.018355
0.017570
0.017486
0.017490
0.017357
0.017635
0.018064
0.017686
0.017072
0.017316
0.018229
0.017529
0.018444
0.017522
0.017148
0.017235
0.017447
0.017317
0.018068
0.017733
0.017203
0.017217
0.017479
0.017749
0.017654
0.017721
0.017766
0.016605
0.017328
0.017339
0.018310
0.018141
0.017611
0.017267
0.017965
0.017099
0.017821
0.017614
0.017148
0.017287
0.017010
0.017417
0.018596
0.017865
0.017744
0.016929
0.017478
0.018216
0.017783
0.018212
0.018169
0.016966
0.017098
0.017334
0.017116
0.018098
0.017461
0.017406
0.017102
0.017402
0.017946
0.018147
0.017641
0.017899
0.017459
0.017828
0.017509
0.018126
0.017595
0.017112
0.017530
0.017261
0.017588
0.017870
0.017108
0.017176
0.017401
0.016743
0.018012
0.017670
0.017692
0.017254
0.017553
0.017726
0.017432
0.019092
0.017608
0.018034
0.018611
0.019033
0.018428
0.017470
0.017200
0.017199
0.017580
0.017320
0.017603
0.017543
0.017505
0.017928
0.017378
0.016932
0.018114
0.017810
0.017791
0.017924
0.017806
0.017303
0.017543
0.017669
0.017174
0.017338
0.017056
0.017552
0.017773
0.018539
0.017139
0.016895
0.017061
0.016987
0.018431
0.017375
0.017184
0.017304
0.017746
0.017436
0.017946
0.018251
0.018184
0.017620
0.018196
0.017679
0.018763
0.018147
0.020276
0.018037
0.022547
0.027486
0.029888
0.031576
0.017709
0.024818
0.033259
0.031501
0.017939
0.037242
0.043038
0.018692
0.038086
0.018758
0.017676
0.017706
0.017600
0.018048
0.017892
0.017668
0.017222
0.017429
0.018034
0.017758
0.017567
0.017049
0.016835
0.017008
0.017993
0.018216
0.016716
0.017799
0.017159
0.016706
0.018076
0.018198
0.017773
0.017419
0.017745
0.017762
0.018301
0.017930
0.040955
0.018210
0.018291
0.017926
0.017924
0.041062
0.017956
0.018390
0.018547
0.017979
0.017570
0.017214
0.017325
0.017488
0.018107
0.018137
0.017022
0.017755
0.017344
0.017010
0.017687
0.018305
0.017469
0.017378
0.017630
0.017383
0.018035
0.018068
0.017180
0.017558
0.017011
0.016736
0.018038
0.017689
0.017688
0.018335
0.017478
0.017155
0.018133
0.017852
0.017651
0.017301
0.016492
0.017629
0.017910
0.018186
0.017680
0.017183
0.017204
0.017027
0.017875
0.018023
0.025837
0.017990
0.017346
0.018336
0.018368
0.017067
0.017096
0.017345
0.016776
0.017517
0.017826
0.017078
0.017176
0.017222
0.017460
0.018073
0.018134
0.017438
0.016625
0.017710
0.017427
0.017991
0.018003
0.017431
0.017212
0.016704
0.017468
0.017679
0.017617
0.017352
0.017901
0.017471
0.016365
0.017825
0.017561
0.016987
0.017122
0.017139
0.016924
0.017594
0.017729
0.017437
0.016281
0.017004
0.017512
0.017202
0.017651
0.017701
0.017512
0.017324
0.016815
0.018143
0.017838
0.017542
0.017008
0.017152
0.017366
0.017658
0.018740
0.017561
0.017472
0.016625
0.016996
0.017190
0.017009
0.016998
0.016564
0.017486
0.016524
0.017657
0.017845
0.016893
0.017269
0.017145
0.016635
0.018371
0.018087
0.016850
0.017269
0.017110
0.016134
0.018000
0.017851
0.017016
0.016926
0.017203
0.017130
0.017835
0.017837
0.017069
0.015991
0.016855
0.017521
0.018055
0.017394
0.017553
0.016881
0.017447
0.017588
0.017765
0.018071
0.017354
0.016578
0.017271
0.016979
